model	cluster_id	bincode	name	nannot_sources	nspecies
Pp1s389_50V6.1	4332	26.4.1	misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase	1	1
Pp1s1_72V6.2	4332	26.4.1	misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase	1	1
Pp1s85_128V6.1	4332	26.4.1	misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase	1	1
Pp1s138_47V6.1	4332	26.4.1	misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase	1	1
Pp1s138_47V6.2	4332	26.4.1	misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase	1	1
Pp1s9_366V6.1	504	26.5	misc.acyl transferases	1	1
Pp1s122_38V6.1	504	26.5	misc.acyl transferases	1	1
Pp1s31_115V6.1	504	26.5	misc.acyl transferases	1	1
Pp1s201_8V6.1	504	26.5	misc.acyl transferases	1	1
Pp1s357_34V6.2	700	26.5	misc.acyl transferases	2	1
Pp1s74_21V6.1	700	26.5	misc.acyl transferases	2	1
Pp1s357_34V6.1	700	26.5	misc.acyl transferases	2	1
Pp1s5_239V6.1	700	26.5	misc.acyl transferases	2	1
Pp1s138_121V6.1	2734	26.5	misc.acyl transferases	1	1
Pp1s138_122V6.1	2734	26.5	misc.acyl transferases	1	1
Pp1s138_122V6.2	2734	26.5	misc.acyl transferases	1	1
Pp1s138_122V6.3	2734	26.5	misc.acyl transferases	1	1
Pp1s225_87V6.1	2903	26.5	misc.acyl transferases	1	1
Pp1s225_87V6.2	2903	26.5	misc.acyl transferases	1	1
Pp1s34_165V6.1	2903	26.5	misc.acyl transferases	1	1
Pp1s201_47V6.1	2933	26.5	misc.acyl transferases	1	1
Pp1s67_222V6.2	2933	26.5	misc.acyl transferases	1	1
Pp1s201_47V6.2	2933	26.5	misc.acyl transferases	1	1
Pp1s67_222V6.1	2933	26.5	misc.acyl transferases	1	1
Pp1s356_3V6.1	2933	26.5	misc.acyl transferases	1	1
Pp1s16_277V6.1	4953	26.5	misc.acyl transferases	1	1
Pp1s4_242V6.1	4953	26.5	misc.acyl transferases	1	1
Pp1s154_61V6.1	5647	26.5	misc.acyl transferases	1	1
Pp1s30_305V6.1	11632	26.5	misc.acyl transferases	1	1
Pp1s74_21V6.1	700	26.6	misc.O-methyl transferases	3	2
Pp1s357_34V6.1	700	26.6	misc.O-methyl transferases	3	2
Pp1s5_239V6.1	700	26.6	misc.O-methyl transferases	3	2
Pp1s357_34V6.2	700	26.6	misc.O-methyl transferases	3	2
Pp1s112_186V6.1	1784	26.6	misc.O-methyl transferases	1	1
Pp1s35_94V6.1	1784	26.6	misc.O-methyl transferases	1	1
Pp1s352_68V6.1	1784	26.6	misc.O-methyl transferases	1	1
Pp1s11_231V6.1	2920	26.6	misc.O-methyl transferases	4	1
Pp1s38_243V6.1	2920	26.6	misc.O-methyl transferases	4	1
Pp1s38_243V6.2	2920	26.6	misc.O-methyl transferases	4	1
Pp1s124_75V6.1	4293	26.6	misc.O-methyl transferases	2	2
Pp1s90_140V6.1	4293	26.6	misc.O-methyl transferases	2	2
Pp1s90_140V6.2	4293	26.6	misc.O-methyl transferases	2	2
Pp1s429_32V6.1	5338	26.6	misc.O-methyl transferases	1	1
Pp1s160_85V6.1	5544	26.6	misc.O-methyl transferases	2	1
Pp1s160_85V6.2	5544	26.6	misc.O-methyl transferases	2	1
Pp1s340_38V6.1	5639	26.6	misc.O-methyl transferases	2	1
Pp1s34_403V6.1	6352	26.6	misc.O-methyl transferases	2	1
Pp1s58_278V6.1	6352	26.6	misc.O-methyl transferases	2	1
Pp1s34_403V6.3	6352	26.6	misc.O-methyl transferases	2	1
Pp1s34_403V6.2	6352	26.6	misc.O-methyl transferases	2	1
Pp1s118_104V6.1	6841	26.6	misc.O-methyl transferases	1	1
Pp1s35_179V6.1	6841	26.6	misc.O-methyl transferases	1	1
Pp1s143_10V6.1	6841	26.6	misc.O-methyl transferases	1	1
Pp1s121_170V6.1	7855	26.6	misc.O-methyl transferases	2	2
Pp1s116_1V6.1	8321	26.6	misc.O-methyl transferases	1	1
Pp1s217_57V6.1	116	26.7	misc.oxidases - copper, flavone etc.	10	1
Pp1s38_345V6.2	332	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s38_345V6.3	332	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s38_345V6.1	332	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s269_47V6.1	332	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s204_126V6.1	523	26.7	misc.oxidases - copper, flavone etc.	7	1
Pp1s22_291V6.1	523	26.7	misc.oxidases - copper, flavone etc.	7	1
Pp1s11_6V6.1	523	26.7	misc.oxidases - copper, flavone etc.	7	1
Pp1s37_90V6.1	523	26.7	misc.oxidases - copper, flavone etc.	7	1
Pp1s139_131V6.1	523	26.7	misc.oxidases - copper, flavone etc.	7	1
Pp1s152_72V6.1	526	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s152_72V6.2	526	26.7	misc.oxidases - copper, flavone etc.	8	1
Pp1s136_116V6.1	847	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s227_23V6.1	849	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s352_29V6.1	849	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s55_98V6.1	849	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s32_160V6.1	849	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s206_65V6.1	860	26.7	misc.oxidases - copper, flavone etc.	4	2
Pp1s24_237V6.2	860	26.7	misc.oxidases - copper, flavone etc.	4	2
Pp1s24_237V6.3	860	26.7	misc.oxidases - copper, flavone etc.	4	2
Pp1s24_237V6.1	860	26.7	misc.oxidases - copper, flavone etc.	4	2
Pp1s192_51V6.4	991	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s192_51V6.5	991	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s192_51V6.3	991	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s192_51V6.2	991	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s192_51V6.1	991	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s11_276V6.1	1086	26.7	misc.oxidases - copper, flavone etc.	3	1
Pp1s45_86V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s1_106V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s376_51V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s1_115V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s45_86V6.2	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s76_187V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s9761_1V6.1	1112	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s48_113V6.1	1325	26.7	misc.oxidases - copper, flavone etc.	3	1
Pp1s145_84V6.1	1325	26.7	misc.oxidases - copper, flavone etc.	3	1
Pp1s23_50V6.1	1459	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s178_54V6.1	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s363_39V6.1	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s9_129V6.2	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s36_16V6.1	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s9_129V6.1	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s36_16V6.2	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s26_107V6.1	1476	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s40_48V6.3	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s40_48V6.5	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s40_48V6.6	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s40_48V6.4	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s40_48V6.1	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s40_48V6.2	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s523_12V6.1	2502	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s93_52V6.3	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s113_85V6.1	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s93_52V6.2	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s113_85V6.2	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s93_52V6.1	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s113_85V6.3	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s113_85V6.4	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s113_85V6.5	2603	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s328_29V6.1	2900	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s12_247V6.1	2900	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s12_247V6.2	2900	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s172_91V6.1	3804	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s19_322V6.1	3804	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s19_322V6.2	3804	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s6_302V6.1	4083	26.7	misc.oxidases - copper, flavone etc.	3	2
Pp1s6_302V6.2	4083	26.7	misc.oxidases - copper, flavone etc.	3	2
Pp1s218_84V6.1	4276	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s218_84V6.2	4276	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s31_207V6.1	4338	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s42_204V6.1	4338	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s138_42V6.1	4375	26.7	misc.oxidases - copper, flavone etc.	2	2
Pp1s2_657V6.2	4742	26.7	misc.oxidases - copper, flavone etc.	5	2
Pp1s2_657V6.1	4742	26.7	misc.oxidases - copper, flavone etc.	5	2
Pp1s200_88V6.1	5557	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s38_399V6.1	5557	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s36_219V6.1	5711	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s128_51V6.1	5811	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s35_109V6.1	6212	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s47_72V6.1	6583	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s407_2V6.1	6583	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s18_85V6.1	6786	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s44_301V6.1	6786	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s47_50V6.1	6809	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s47_62V6.1	6809	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s256_50V6.1	7514	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s25_202V6.1	8242	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s183_117V6.1	8820	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s8_114V6.1	9760	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s8_114V6.2	9760	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s17_378V6.1	10071	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s312_60V6.1	10710	26.7	misc.oxidases - copper, flavone etc.	2	1
Pp1s4_491V6.1	15395	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s4_491V6.2	15395	26.7	misc.oxidases - copper, flavone etc.	1	1
Pp1s78_69V6.1	404	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	6	1
Pp1s472_10V6.1	404	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	6	1
Pp1s78_68V6.1	404	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	6	1
Pp1s42_259V6.3	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s167_52V6.1	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s42_259V6.1	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s167_52V6.2	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s301_54V6.2	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s167_52V6.3	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s42_259V6.2	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s192_86V6.1	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s301_54V6.1	499	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s128_133V6.1	779	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	5	1
Pp1s44_261V6.1	1105	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	2	1
Pp1s18_57V6.1	1105	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	2	1
Pp1s457_13V6.1	1433	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	5	1
Pp1s167_88V6.1	4494	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s10_43V6.1	5089	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s10_43V6.2	5089	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s1_503V6.1	5089	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s56_187V6.1	6283	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s164_111V6.1	6333	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	2	1
Pp1s277_7V6.1	6333	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	2	1
Pp1s13_199V6.1	6333	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	2	1
Pp1s329_23V6.1	6447	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s96_83V6.1	7930	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	1	1
Pp1s145_161V6.1	394	26.9	misc.glutathione S transferases	4	1
Pp1s404_1V6.1	2855	26.9	misc.glutathione S transferases	4	2
Pp1s117_152V6.1	2855	26.9	misc.glutathione S transferases	4	2
Pp1s182_83V6.1	2855	26.9	misc.glutathione S transferases	4	2
Pp1s182_86V6.1	2855	26.9	misc.glutathione S transferases	4	2
Pp1s126_26V6.1	3111	26.9	misc.glutathione S transferases	3	1
Pp1s126_26V6.3	3111	26.9	misc.glutathione S transferases	3	1
Pp1s126_26V6.2	3111	26.9	misc.glutathione S transferases	3	1
Pp1s126_26V6.4	3111	26.9	misc.glutathione S transferases	3	1
Pp1s355_45V6.1	3245	26.9	misc.glutathione S transferases	3	1
Pp1s355_45V6.3	3245	26.9	misc.glutathione S transferases	3	1
Pp1s355_45V6.2	3245	26.9	misc.glutathione S transferases	3	1
Pp1s207_127V6.1	3978	26.9	misc.glutathione S transferases	3	1
Pp1s231_10V6.3	3978	26.9	misc.glutathione S transferases	3	1
Pp1s97_270V6.1	3978	26.9	misc.glutathione S transferases	3	1
Pp1s231_10V6.1	3978	26.9	misc.glutathione S transferases	3	1
Pp1s231_10V6.2	3978	26.9	misc.glutathione S transferases	3	1
Pp1s66_172V6.1	5201	26.9	misc.glutathione S transferases	1	1
Pp1s348_23V6.1	7117	26.9	misc.glutathione S transferases	1	1
Pp1s143_85V6.1	8636	26.9	misc.glutathione S transferases	2	1
Pp1s268_11V6.1	96	27.1	RNA.processing	1	1
Pp1s18_265V6.1	96	27.1	RNA.processing	1	1
Pp1s427_10V6.1	96	27.1	RNA.processing	1	1
Pp1s18_273V6.1	96	27.1	RNA.processing	1	1
Pp1s43_55V6.2	96	27.1	RNA.processing	1	1
Pp1s89_224V6.1	96	27.1	RNA.processing	1	1
Pp1s43_55V6.1	96	27.1	RNA.processing	1	1
Pp1s331_36V6.1	96	27.1	RNA.processing	1	1
Pp1s38_83V6.1	96	27.1	RNA.processing	1	1
Pp1s22_343V6.1	96	27.1	RNA.processing	1	1
Pp1s475_11V6.1	190	27.1	RNA.processing	15	1
Pp1s3_426V6.1	190	27.1	RNA.processing	15	1
Pp1s126_131V6.1	361	27.1	RNA.processing	6	2
Pp1s281_57V6.1	361	27.1	RNA.processing	6	2
Pp1s126_131V6.2	361	27.1	RNA.processing	6	2
Pp1s51_110V6.1	361	27.1	RNA.processing	6	2
Pp1s257_72V6.1	361	27.1	RNA.processing	6	2
Pp1s85_168V6.2	530	27.1	RNA.processing	5	2
Pp1s422_18V6.1	530	27.1	RNA.processing	5	2
Pp1s85_168V6.1	530	27.1	RNA.processing	5	2
Pp1s3_616V6.1	530	27.1	RNA.processing	5	2
Pp1s433_16V6.2	530	27.1	RNA.processing	5	2
Pp1s433_16V6.1	530	27.1	RNA.processing	5	2
Pp1s98_2V6.1	787	27.1	RNA.processing	1	1
Pp1s297_8V6.1	787	27.1	RNA.processing	1	1
Pp1s115_90V6.1	787	27.1	RNA.processing	1	1
Pp1s115_90V6.2	787	27.1	RNA.processing	1	1
Pp1s138_171V6.1	805	27.1	RNA.processing	2	2
Pp1s69_14V6.1	1050	27.1	RNA.processing	3	2
Pp1s58_31V6.1	1050	27.1	RNA.processing	3	2
Pp1s59_81V6.1	1206	27.1	RNA.processing	2	1
Pp1s81_184V6.1	1215	27.1	RNA.processing	3	1
Pp1s326_1V6.2	1215	27.1	RNA.processing	3	1
Pp1s326_1V6.1	1215	27.1	RNA.processing	3	1
Pp1s14_328V6.1	1219	27.1	RNA.processing	3	2
Pp1s364_54V6.1	1384	27.1	RNA.processing	2	1
Pp1s1_465V6.1	1384	27.1	RNA.processing	2	1
Pp1s97_82V6.1	1384	27.1	RNA.processing	2	1
Pp1s124_170V6.1	1384	27.1	RNA.processing	2	1
Pp1s199_83V6.1	1384	27.1	RNA.processing	2	1
Pp1s246_94V6.1	1415	27.1	RNA.processing	1	1
Pp1s13_385V6.1	1415	27.1	RNA.processing	1	1
Pp1s46_237V6.1	1465	27.1	RNA.processing	7	2
Pp1s181_37V6.1	1465	27.1	RNA.processing	7	2
Pp1s288_45V6.1	1465	27.1	RNA.processing	7	2
Pp1s15_290V6.1	1651	27.1	RNA.processing	3	2
Pp1s307_11V6.1	1651	27.1	RNA.processing	3	2
Pp1s177_5V6.1	1651	27.1	RNA.processing	3	2
Pp1s263_70V6.1	1651	27.1	RNA.processing	3	2
Pp1s144_138V6.1	1651	27.1	RNA.processing	3	2
Pp1s54_67V6.1	1651	27.1	RNA.processing	3	2
Pp1s209_107V6.1	1816	27.1	RNA.processing	3	2
Pp1s26_75V6.1	1816	27.1	RNA.processing	3	2
Pp1s84_179V6.1	1816	27.1	RNA.processing	3	2
Pp1s36_37V6.1	1872	27.1	RNA.processing	3	1
Pp1s48_128V6.1	1872	27.1	RNA.processing	3	1
Pp1s156_89V6.1	2014	27.1	RNA.processing	3	1
Pp1s3_648V6.1	2014	27.1	RNA.processing	3	1
Pp1s109_99V6.1	2072	27.1	RNA.processing	2	2
Pp1s33_129V6.1	2072	27.1	RNA.processing	2	2
Pp1s116_13V6.1	2088	27.1	RNA.processing	3	2
Pp1s37_118V6.1	2088	27.1	RNA.processing	3	2
Pp1s90_45V6.1	2088	27.1	RNA.processing	3	2
Pp1s726_1V6.1	2088	27.1	RNA.processing	3	2
Pp1s446_1V6.1	2112	27.1	RNA.processing	6	1
Pp1s446_1V6.2	2112	27.1	RNA.processing	6	1
Pp1s32_197V6.2	2112	27.1	RNA.processing	6	1
Pp1s333_60V6.1	2112	27.1	RNA.processing	6	1
Pp1s333_58V6.1	2112	27.1	RNA.processing	6	1
Pp1s333_60V6.2	2112	27.1	RNA.processing	6	1
Pp1s32_197V6.1	2112	27.1	RNA.processing	6	1
Pp1s77_275V6.1	2160	27.1	RNA.processing	3	1
Pp1s23_196V6.1	2160	27.1	RNA.processing	3	1
Pp1s142_32V6.1	2222	27.1	RNA.processing	4	2
Pp1s46_247V6.1	2222	27.1	RNA.processing	4	2
Pp1s112_134V6.1	2294	27.1	RNA.processing	3	1
Pp1s391_10V6.1	2294	27.1	RNA.processing	3	1
Pp1s123_157V6.1	2441	27.1	RNA.processing	1	1
Pp1s136_81V6.1	2441	27.1	RNA.processing	1	1
Pp1s269_91V6.1	2547	27.1	RNA.processing	1	1
Pp1s132_179V6.1	2639	27.1	RNA.processing	3	1
Pp1s185_107V6.1	2639	27.1	RNA.processing	3	1
Pp1s475_6V6.1	2646	27.1	RNA.processing	4	2
Pp1s218_92V6.1	2646	27.1	RNA.processing	4	2
Pp1s475_6V6.2	2646	27.1	RNA.processing	4	2
Pp1s475_6V6.3	2646	27.1	RNA.processing	4	2
Pp1s36_327V6.1	2731	27.1	RNA.processing	2	2
Pp1s36_327V6.2	2731	27.1	RNA.processing	2	2
Pp1s354_15V6.1	2871	27.1	RNA.processing	2	2
Pp1s219_54V6.1	2973	27.1	RNA.processing	2	2
Pp1s76_96V6.1	3077	27.1	RNA.processing	1	1
Pp1s11_157V6.1	3077	27.1	RNA.processing	1	1
Pp1s162_163V6.1	3118	27.1	RNA.processing	3	1
Pp1s17_388V6.1	3118	27.1	RNA.processing	3	1
Pp1s36_255V6.1	3134	27.1	RNA.processing	5	1
Pp1s13_180V6.1	3173	27.1	RNA.processing	2	1
Pp1s46_244V6.1	3193	27.1	RNA.processing	2	2
Pp1s219_41V6.1	3193	27.1	RNA.processing	2	2
Pp1s154_55V6.1	3203	27.1	RNA.processing	1	1
Pp1s266_55V6.1	3297	27.1	RNA.processing	1	1
Pp1s146_37V6.1	3297	27.1	RNA.processing	1	1
Pp1s266_56V6.1	3297	27.1	RNA.processing	1	1
Pp1s198_70V6.1	3297	27.1	RNA.processing	1	1
Pp1s33_351V6.1	3297	27.1	RNA.processing	1	1
Pp1s33_351V6.2	3297	27.1	RNA.processing	1	1
Pp1s46_323V6.1	3297	27.1	RNA.processing	1	1
Pp1s235_33V6.1	3297	27.1	RNA.processing	1	1
Pp1s59_300V6.1	3528	27.1	RNA.processing	1	1
Pp1s358_25V6.1	3528	27.1	RNA.processing	1	1
Pp1s51_43V6.1	3528	27.1	RNA.processing	1	1
Pp1s29_244V6.3	3816	27.1	RNA.processing	1	1
Pp1s29_244V6.2	3816	27.1	RNA.processing	1	1
Pp1s29_244V6.1	3816	27.1	RNA.processing	1	1
Pp1s12_373V6.1	3818	27.1	RNA.processing	2	2
Pp1s33_56V6.1	3818	27.1	RNA.processing	2	2
Pp1s33_44V6.1	3818	27.1	RNA.processing	2	2
Pp1s33_54V6.1	3818	27.1	RNA.processing	2	2
Pp1s88_25V6.1	3836	27.1	RNA.processing	1	1
Pp1s88_25V6.2	3836	27.1	RNA.processing	1	1
Pp1s88_25V6.3	3836	27.1	RNA.processing	1	1
Pp1s87_39V6.1	3915	27.1	RNA.processing	1	1
Pp1s135_64V6.1	4046	27.1	RNA.processing	2	2
Pp1s2_187V6.1	4071	27.1	RNA.processing	2	1
Pp1s61_42V6.1	4076	27.1	RNA.processing	2	2
Pp1s43_234V6.1	4297	27.1	RNA.processing	1	1
Pp1s43_234V6.2	4297	27.1	RNA.processing	1	1
Pp1s157_19V6.1	4385	27.1	RNA.processing	3	2
Pp1s35_343V6.1	4385	27.1	RNA.processing	3	2
Pp1s190_29V6.1	4385	27.1	RNA.processing	3	2
Pp1s6_227V6.1	4387	27.1	RNA.processing	2	1
Pp1s1_519V6.1	4387	27.1	RNA.processing	2	1
Pp1s102_82V6.1	4387	27.1	RNA.processing	2	1
Pp1s133_82V6.1	4387	27.1	RNA.processing	2	1
Pp1s49_103V6.1	4449	27.1	RNA.processing	1	1
Pp1s152_48V6.1	4449	27.1	RNA.processing	1	1
Pp1s152_48V6.2	4449	27.1	RNA.processing	1	1
Pp1s134_26V6.1	4449	27.1	RNA.processing	1	1
Pp1s134_26V6.2	4449	27.1	RNA.processing	1	1
Pp1s134_26V6.3	4449	27.1	RNA.processing	1	1
Pp1s201_62V6.1	4462	27.1	RNA.processing	1	1
Pp1s182_57V6.1	4462	27.1	RNA.processing	1	1
Pp1s202_44V6.1	4462	27.1	RNA.processing	1	1
Pp1s37_119V6.1	4467	27.1	RNA.processing	1	1
Pp1s211_106V6.1	4467	27.1	RNA.processing	1	1
Pp1s78_50V6.1	4643	27.1	RNA.processing	1	1
Pp1s370_18V6.1	4659	27.1	RNA.processing	2	2
Pp1s16_329V6.1	4684	27.1	RNA.processing	3	2
Pp1s40_204V6.1	4773	27.1	RNA.processing	1	1
Pp1s32_141V6.1	4773	27.1	RNA.processing	1	1
Pp1s2_53V6.2	5034	27.1	RNA.processing	1	1
Pp1s2_53V6.1	5034	27.1	RNA.processing	1	1
Pp1s49_100V6.1	5043	27.1	RNA.processing	2	1
Pp1s46_84V6.1	5179	27.1	RNA.processing	2	2
Pp1s333_10V6.1	5179	27.1	RNA.processing	2	2
Pp1s312_18V6.1	5445	27.1	RNA.processing	1	1
Pp1s312_18V6.2	5445	27.1	RNA.processing	1	1
Pp1s215_4V6.1	5625	27.1	RNA.processing	1	1
Pp1s154_125V6.1	5726	27.1	RNA.processing	3	2
Pp1s27_374V6.1	5741	27.1	RNA.processing	3	2
Pp1s197_75V6.1	5759	27.1	RNA.processing	1	1
Pp1s307_19V6.1	5768	27.1	RNA.processing	1	1
Pp1s226_85V6.1	5790	27.1	RNA.processing	1	1
Pp1s136_33V6.1	5979	27.1	RNA.processing	1	1
Pp1s332_24V6.1	5979	27.1	RNA.processing	1	1
Pp1s390_2V6.1	6072	27.1	RNA.processing	1	1
Pp1s32_260V6.1	6174	27.1	RNA.processing	2	2
Pp1s96_115V6.1	6220	27.1	RNA.processing	2	1
Pp1s62_123V6.1	6294	27.1	RNA.processing	1	1
Pp1s10_224V6.1	6294	27.1	RNA.processing	1	1
Pp1s267_86V6.1	6392	27.1	RNA.processing	1	1
Pp1s155_106V6.1	6392	27.1	RNA.processing	1	1
Pp1s155_106V6.2	6392	27.1	RNA.processing	1	1
Pp1s155_106V6.3	6392	27.1	RNA.processing	1	1
Pp1s157_4V6.1	6468	27.1	RNA.processing	1	1
Pp1s28_211V6.1	6501	27.1	RNA.processing	1	1
Pp1s309_60V6.1	6564	27.1	RNA.processing	3	2
Pp1s28_157V6.1	6631	27.1	RNA.processing	1	1
Pp1s66_16V6.1	6675	27.1	RNA.processing	1	1
