accession	annotator_id	csid	date	value	source
Pp1s482_2V6.1	cosmoss		2009-06-30 12:46:20	vti1a3	cosmoss|V1.2-5_mapping_Phypa_200950
Pp1s488_10V6.1	cosmoss		2009-06-30 12:39:13	cry3	cosmoss|V1.2-5_mapping_Phypa_200971
Pp1s48_113V6.1	cosmoss		2009-06-30 12:47:24	hdma1502	cosmoss|V1.2-5_mapping_Phypa_208738
Pp1s48_141V6.1	cosmoss		2009-06-30 12:44:54	wrky1	cosmoss|V1.2-5_mapping_Phypa_124219
Pp1s48_141V6.2	cosmoss		2009-06-30 12:44:54	wrky1	cosmoss|V1.2-5_mapping_Phypa_124219
Pp1s48_253V6.1	oesterle	257	2012-09-30 00:00:14	ppr_71
Pp1s48_30V6.1	oesterle	338	2012-09-19 22:39:21	exp2
Pp1s48_32V6.1	oesterle	338	2012-09-19 22:40:16	exp2
Pp1s48_70V6.1	cosmoss		2009-06-30 12:34:46	ga3ox3	cosmoss|V1.2-5_mapping_Phypa_124287
Pp1s495_14V6.1	cosmoss		2009-06-30 12:43:54	abcf8	cosmoss|V1.2-5_mapping_Phypa_201003
Pp1s495_5V6.1	student	209	2010-09-13 12:52:09	rdr6
Pp1s496_1V6.1	cosmoss	287	2009-06-30 12:40:45	aldh2b	cosmoss|V1.2-5_mapping_Phypa_155901
Pp1s496_1V6.2	cosmoss		2009-06-30 12:40:45	aldh2b	cosmoss|V1.2-5_mapping_Phypa_155901
Pp1s496_1V6.3	cosmoss		2009-06-30 12:40:45	aldh2b	cosmoss|V1.2-5_mapping_Phypa_155901
Pp1s49_140V6.1	cosmoss		2009-06-30 12:34:46	n2	cosmoss|V1.2-5_mapping_Phypa_162929
Pp1s49_196V6.1	cosmoss		2009-06-30 12:49:42	tlp3a	cosmoss|V1.2-5_mapping_Phypa_181459
Pp1s49_196V6.2	cosmoss		2009-06-30 12:49:42	tlp3a	cosmoss|V1.2-5_mapping_Phypa_181459
Pp1s49_200V6.1	cosmoss		2009-06-30 12:37:58	cpk12	cosmoss|V1.2-5_mapping_Phypa_124358
Pp1s4_452V6.1	oesterle	305	2012-03-01 16:53:17	ski2
Pp1s4_481V6.1	cosmoss		2009-06-30 12:39:16	abcg1	cosmoss|V1.2-5_mapping_Phypa_112649
Pp1s4_481V6.2	cosmoss		2009-06-30 12:39:16	abcg1	cosmoss|V1.2-5_mapping_Phypa_112649
Pp1s4_73V6.1	cosmoss		2009-06-30 12:39:16	ruvbl1501	cosmoss|V1.2-5_mapping_Phypa_64922
Pp1s504_4V6.1	oesterle	273	2011-12-19 14:21:23	cyp78a27
Pp1s509_1V6.1	cosmoss		2009-06-30 12:36:57	syp12a5	cosmoss|V1.2-5_mapping_Phypa_156198
Pp1s509_6V6.1	cosmoss		2009-06-30 12:39:13	photb2	cosmoss|V1.2-5_mapping_Phypa_228201
Pp1s50_141V6.1	cosmoss		2009-06-30 12:41:49	cre1	cosmoss|V1.2-5_mapping_Phypa_181547
Pp1s50_181V6.1	cosmoss		2009-06-30 12:46:36	gta1502	cosmoss|V1.2-5_mapping_Phypa_124598
Pp1s50_6V6.1	oesterle	305	2012-09-29 22:57:40	ski1
Pp1s518_10V6.1	cosmoss		2009-06-30 12:45:29	abcc15	cosmoss|V1.2-5_mapping_Phypa_101994
Pp1s518_9V6.1	cosmoss		2009-06-30 12:48:41	hon1502	cosmoss|V1.2-5_mapping_Phypa_101993
Pp1s51_114V6.1	cosmoss		2009-06-30 12:34:18	rop4	cosmoss|V1.2-5_mapping_Phypa_181629
Pp1s51_133V6.1	cosmoss		2009-06-30 12:35:33	swdc1502	cosmoss|V1.2-5_mapping_Phypa_56981
Pp1s51_220V6.1	zimmer	274,228	2012-01-09 10:45:02	rad50
Pp1s51_303V6.1	oesterle		2012-09-19 22:26:14	lhcb2N2.1
Pp1s51_334V6.1	cosmoss		2009-06-30 12:50:32	rabc13	cosmoss|V1.2-5_mapping_Phypa_181727
Pp1s52_107V6.1	oesterle	338	2012-09-19 22:36:59	exp1
Pp1s52_57V6.1	cosmoss		2009-06-30 12:37:13	cpc1504	cosmoss|V1.2-5_mapping_Phypa_124935
Pp1s52_67V6.1	student	157	2010-07-13 14:48:47	lfy1	cosmoss|V1.2-5_mapping_Phypa_434140
Pp1s52_70V6.1	cosmoss		2009-06-30 12:48:11	sec22	cosmoss|V1.2-5_mapping_Phypa_209168
Pp1s535_6V6.1	ohad	244,232	2010-09-15 14:24:54	fie
Pp1s536_7V6.1	cosmoss		2009-06-30 12:47:07	abcg26	cosmoss|V1.2-5_mapping_Phypa_102109
Pp1s53_120V6.1	cosmoss		2009-06-30 12:50:32	syp2b1	cosmoss|V1.2-5_mapping_Phypa_105891
Pp1s53_120V6.2	cosmoss		2009-06-30 12:50:32	syp2b1	cosmoss|V1.2-5_mapping_Phypa_105891
Pp1s53_214V6.1	cosmoss		2009-06-30 12:37:59	syp8	cosmoss|V1.2-5_mapping_Phypa_181911
Pp1s53_217V6.1	cosmoss		2009-06-30 12:51:25	hda1503	cosmoss|V1.2-5_mapping_Phypa_125141
Pp1s53_217V6.2	cosmoss		2009-06-30 12:51:25	hda1503	cosmoss|V1.2-5_mapping_Phypa_125141
Pp1s53_24V6.1	cosmoss		2009-06-30 12:42:35	arid1501	cosmoss|V1.2-5_mapping_Phypa_125197
Pp1s540_4V6.1	cosmoss		2009-06-30 12:43:06	abcc12	cosmoss|V1.2-5_mapping_Phypa_61991
Pp1s540_5V6.1	cosmoss		2009-06-30 12:50:15	htr1503	cosmoss|V1.2-5_mapping_Phypa_156407
Pp1s540_9V6.1	cosmoss		2009-06-30 12:47:56	glp5	cosmoss|V1.2-5_mapping_Phypa_228320
Pp1s54_103V6.1	cosmoss		2009-06-30 12:48:11	hira1502	cosmoss|V1.2-5_mapping_Phypa_209418
Pp1s54_107V6.1	cosmoss		2009-06-30 12:45:46	abcd1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s54_107V6.2	cosmoss		2009-06-30 12:45:46	abcd1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s54_107V6.3	cosmoss		2009-06-30 12:45:46	abcd1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s54_272V6.1	cosmoss		2009-06-30 12:48:11	sec20	cosmoss|V1.2-5_mapping_Phypa_163344
Pp1s54_307V6.1	cosmoss		2009-06-30 12:50:33	etr3	cosmoss|V1.2-5_mapping_Phypa_209543
Pp1s54_8V6.1	cosmoss		2009-06-30 12:50:32	mscl15	cosmoss|V1.2-5_mapping_Phypa_125400
Pp1s55_112V6.1	cosmoss		2009-06-30 12:43:23	hta1511	cosmoss|V1.2-5_mapping_Phypa_182189
Pp1s55_124V6.1	cosmoss		2009-06-30 12:37:59	chr1515	cosmoss|V1.2-5_mapping_Phypa_125588
Pp1s55_148V6.1	oesterle	350	2012-09-29 22:59:58	ps
Pp1s55_158V6.1	gustin		2010-05-08 04:35:14	mtp8	cosmoss|V1.2-5_mapping_Phypa_434661
Pp1s55_214V6.1	cosmoss		2009-06-30 12:41:02	syp61a1	cosmoss|V1.2-5_mapping_Phypa_163422
Pp1s55_301V6.2	student	117	2010-07-13 13:51:10	pip2_2	cosmoss|V1.2-5_mapping_Phypa_434685
Pp1s55_301V6.4	oesterle	117	2012-09-29 23:24:19	pip2.2
Pp1s55_304V6.1	oesterle	349	2012-09-29 22:58:50	ppm2
Pp1s568_8V6.1	cosmoss		2009-06-30 12:36:57	htr1516	cosmoss|V1.2-5_mapping_Phypa_228359
Pp1s56_113V6.1	cosmoss		2009-06-30 12:38:44	ndpk2a	cosmoss|V1.2-5_mapping_Phypa_125853
Pp1s56_182V6.1	cosmoss		2009-06-30 12:44:56	ebp1503	cosmoss|V1.2-5_mapping_Phypa_47783
Pp1s56_226V6.1	cosmoss		2009-06-30 12:41:50	htb1506	cosmoss|V1.2-5_mapping_Phypa_209799
Pp1s57_34V6.1	oesterle	350	2012-09-29 23:00:49	nct
Pp1s57_97V6.1	cosmoss		2009-06-30 12:47:26	vef1503	cosmoss|V1.2-5_mapping_Phypa_163538
Pp1s57_97V6.2	cosmoss		2009-06-30 12:47:26	vef1503	cosmoss|V1.2-5_mapping_Phypa_163538
Pp1s58_129V6.1	cosmoss		2009-06-30 12:41:02	mscl10	cosmoss|V1.2-5_mapping_Phypa_13238
Pp1s58_205V6.1	cosmoss		2009-06-30 12:41:02	chb1502	cosmoss|V1.2-5_mapping_Phypa_163618
Pp1s58_278V6.1	cosmoss		2009-06-30 12:46:37	prmt1502	cosmoss|V1.2-5_mapping_Phypa_57235
Pp1s59_158V6.1	cosmoss		2009-06-30 12:39:30	syp12a4	cosmoss|V1.2-5_mapping_Phypa_210091
Pp1s59_160V6.1	cosmoss		2009-06-30 12:39:30	hdt1503	cosmoss|V1.2-5_mapping_Phypa_163703
Pp1s59_160V6.2	cosmoss		2009-06-30 12:39:30	hdt1503	cosmoss|V1.2-5_mapping_Phypa_163703
Pp1s59_42V6.1	cosmoss		2009-06-30 12:38:44	abcg20	cosmoss|V1.2-5_mapping_Phypa_210034
Pp1s59_55V6.2	oesterle	116	2012-09-29 23:57:50	dcl1b
Pp1s5_222V6.1	cosmoss		2009-06-30 12:43:58	ndpk2b	cosmoss|V1.2-5_mapping_Phypa_112996
Pp1s5_222V6.2	cosmoss		2009-06-30 12:43:58	ndpk2b	cosmoss|V1.2-5_mapping_Phypa_112996
Pp1s5_354V6.1	cosmoss		2009-06-30 12:40:48	wrky20	cosmoss|V1.2-5_mapping_Phypa_54343
Pp1s5_380V6.1	cosmoss		2009-06-30 12:50:19	hy2	cosmoss|V1.2-5_mapping_Phypa_112800
Pp1s5_68V6.1	cosmoss		2009-06-30 12:46:24	cll1b	cosmoss|V1.2-5_mapping_Phypa_112929
Pp1s60_106V6.2	oesterle	337	2012-09-19 22:34:34	apr
Pp1s61_279V6.1	cosmoss		2009-06-30 12:46:38	rabg13	cosmoss|V1.2-5_mapping_Phypa_210411
Pp1s61_279V6.2	cosmoss		2009-06-30 12:46:38	rabg13	cosmoss|V1.2-5_mapping_Phypa_210411
Pp1s62_133V6.2	cosmoss		2009-06-30 12:41:03	arl2	cosmoss|V1.2-5_mapping_Phypa_183081
Pp1s62_87V6.1	cosmoss		2009-06-30 12:34:19	arp1505	cosmoss|V1.2-5_mapping_Phypa_126969
Pp1s62_94V6.2	cosmoss		2009-06-30 12:49:44	ntmc2t4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.3	cosmoss		2009-06-30 12:49:44	ntmc2t4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.4	cosmoss		2009-06-30 12:49:44	ntmc2t4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.5	cosmoss		2009-06-30 12:49:44	ntmc2t4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.7	cosmoss		2009-06-30 12:49:44	ntmc2t4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s63_130V6.1	cosmoss		2009-06-30 12:42:38	cll4b	cosmoss|V1.2-5_mapping_Phypa_77195
Pp1s63_164V6.1	cosmoss	365	2009-06-30 12:48:59	hkt1	cosmoss|V1.2-5_mapping_Phypa_77216
Pp1s63_16V6.1	cosmoss		2009-06-30 12:42:38	erl2a	cosmoss|V1.2-5_mapping_Phypa_127156
Pp1s63_27V6.1	cosmoss		2009-06-30 12:43:25	abcg9	cosmoss|V1.2-5_mapping_Phypa_11555
Pp1s63_99V6.1	cosmoss		2009-06-30 12:35:36	abci14	cosmoss|V1.2-5_mapping_Phypa_127149
Pp1s64_135V6.1	patil	2	2010-09-23 12:52:19	ppipt4
Pp1s64_155V6.2	student	121	2010-07-10 20:18:33	des6	cosmoss|V1.2-5_mapping_Phypa_436176
Pp1s64_208V6.1	oesterle	312	2012-04-29 14:31:52	crl2
Pp1s65_100V6.1	cosmoss		2009-06-30 12:44:13	abcg4	cosmoss|V1.2-5_mapping_Phypa_127566
Pp1s65_100V6.2	cosmoss		2009-06-30 12:44:13	abcg4	cosmoss|V1.2-5_mapping_Phypa_127566
Pp1s65_183V6.1	cosmoss		2009-06-30 12:48:59	chr1530	cosmoss|V1.2-5_mapping_Phypa_210776
Pp1s65_194V6.1	cosmoss		2009-06-30 12:47:28	csla1	cosmoss|V1.2-5_mapping_Phypa_183385
Pp1s65_236V6.1	cosmoss		2009-06-30 12:38:01	wrky7	cosmoss|V1.2-5_mapping_Phypa_210806
Pp1s65_316V6.1	cosmoss		2009-06-30 12:50:35	cki2e	cosmoss|V1.2-5_mapping_Phypa_10726
Pp1s65_79V6.1	oesterle	288	2012-09-29 23:29:45	kinid1b
Pp1s66_144V6.1	cosmoss		2009-06-30 12:34:50	chr1450	cosmoss|V1.2-5_mapping_Phypa_77632
Pp1s66_170V6.1	oesterle	313	2012-09-30 20:49:58	xMAP215a
Pp1s66_191V6.1	cosmoss		2009-06-30 12:34:19	arp1509	cosmoss|V1.2-5_mapping_Phypa_57471
Pp1s66_191V6.2	cosmoss		2009-06-30 12:34:19	arp1509	cosmoss|V1.2-5_mapping_Phypa_57471
Pp1s66_200V6.1	oesterle	271	2011-12-12 16:53:51	gamyb1
Pp1s66_218V6.1	oesterle	333	2012-09-19 22:15:48	myoXIb
Pp1s66_226V6.1	cosmoss		2009-06-30 12:46:39	arid1502	cosmoss|V1.2-5_mapping_Phypa_127582
Pp1s66_43V6.1	oesterle	368	2012-09-30 20:25:48	tel1
Pp1s67_107V6.1	student	147	2010-07-13 14:04:38	c3hdz2	cosmoss|V1.2-5_mapping_Phypa_436746
Pp1s67_221V6.1	cosmoss		2009-06-30 12:40:16	arfa13	cosmoss|V1.2-5_mapping_Phypa_211063
Pp1s67_242V6.1	cosmoss		2009-06-30 12:51:28	mscl2	cosmoss|V1.2-5_mapping_Phypa_211079
Pp1s67_243V6.1	oesterle	309	2012-04-13 12:23:35	gh3-2
Pp1s68_120V6.1	cosmoss		2009-06-30 12:44:59	vamp72b3	cosmoss|V1.2-5_mapping_Phypa_211184
Pp1s68_122V6.1	cosmoss		2009-06-30 12:38:01	srt1505	cosmoss|V1.2-5_mapping_Phypa_164363
Pp1s68_122V6.2	cosmoss		2009-06-30 12:38:01	srt1505	cosmoss|V1.2-5_mapping_Phypa_164363
Pp1s68_123V6.1	cosmoss		2009-06-30 12:41:04	abci8	cosmoss|V1.2-5_mapping_Phypa_106270
Pp1s68_207V6.1	student	178	2010-07-14 02:22:32	ppr	cosmoss|V1.2-5_mapping_Phypa_436903
Pp1s68_22V6.1	student	126	2010-07-13 18:50:33	glp3b	cosmoss|V1.2-5_mapping_Phypa_436954
Pp1s68_28V6.1	cosmoss		2009-06-30 12:49:00	ga3ox4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s68_28V6.2	cosmoss		2009-06-30 12:49:00	ga3ox4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s68_28V6.3	cosmoss		2009-06-30 12:49:00	ga3ox4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s68_46V6.1	cosmoss		2009-06-30 12:42:39	cll4a	cosmoss|V1.2-5_mapping_Phypa_211131
Pp1s69_145V6.1	cosmoss		2009-06-30 12:50:36	hcp1501	cosmoss|V1.2-5_mapping_Phypa_128354
Pp1s6_102V6.1	cosmoss	249	2009-06-30 12:34:12	hak1	cosmoss|V1.2-5_mapping_Phypa_104460
Pp1s6_102V6.2	cosmoss		2009-06-30 12:34:12	hak1	cosmoss|V1.2-5_mapping_Phypa_104460
Pp1s6_180V6.1	cosmoss		2009-06-30 12:48:00	aldh5b	cosmoss|V1.2-5_mapping_Phypa_113098
Pp1s6_342V6.1	cosmoss		2009-06-30 12:36:12	arl5a1	cosmoss|V1.2-5_mapping_Phypa_104464
Pp1s6_343V6.1	cosmoss		2009-06-30 12:41:36	mscl16	cosmoss|V1.2-5_mapping_Phypa_113379
Pp1s6_409V6.1	cosmoss		2009-06-30 12:48:44	arl8a3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.2	cosmoss		2009-06-30 12:48:44	arl8a3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.3	cosmoss		2009-06-30 12:48:44	arl8a3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.4	cosmoss		2009-06-30 12:48:44	arl8a3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_425V6.1	cosmoss		2009-06-30 12:35:21	ndpk6	cosmoss|V1.2-5_mapping_Phypa_113184
Pp1s70_131V6.1	cosmoss		2009-06-30 12:50:36	arfa12	cosmoss|V1.2-5_mapping_Phypa_184046
Pp1s70_133V6.1	cosmoss		2009-06-30 12:47:29	arfa14	cosmoss|V1.2-5_mapping_Phypa_211437
Pp1s70_182V6.1	cosmoss		2009-06-30 12:35:37	lox7	cosmoss|V1.2-5_mapping_Phypa_184078
Pp1s70_182V6.2	cosmoss		2009-06-30 12:35:37	lox7	cosmoss|V1.2-5_mapping_Phypa_184078
Pp1s70_188V6.1	cosmoss		2009-06-30 12:38:47	swda1501	cosmoss|V1.2-5_mapping_Phypa_57600
Pp1s70_189V6.1	cosmoss		2009-06-30 12:38:47	swda1501	cosmoss|V1.2-5_mapping_Phypa_57600
Pp1s71_128V6.1	cosmoss	287	2009-06-30 12:47:29	aldh3a	cosmoss|V1.2-5_mapping_Phypa_233087
Pp1s71_147V6.1	cosmoss		2009-06-30 12:49:45	abcg10	cosmoss|V1.2-5_mapping_Phypa_128675
Pp1s71_149V6.1	cosmoss		2009-06-30 12:50:36	abcg30	cosmoss|V1.2-5_mapping_Phypa_41350
Pp1s71_170V6.1	student	181	2010-08-13 13:20:17	4CL3	cosmoss|V1.2-5_mapping_Phypa_233094
Pp1s71_197V6.1	oesterle	363	2012-09-29 23:44:13	for1E
Pp1s72_301V6.1	oesterle	344	2012-09-29 22:43:10	hpl
Pp1s72_306V6.1	cosmoss		2009-06-30 12:39:32	abcg16	cosmoss|V1.2-5_mapping_Phypa_128826
Pp1s72_316V6.1	cosmoss		2009-06-30 12:36:28	rabc12	cosmoss|V1.2-5_mapping_Phypa_128712
Pp1s72_85V6.1	cosmoss		2009-06-30 12:39:32	hta1503	cosmoss|V1.2-5_mapping_Phypa_106346
Pp1s72_86V6.1	cosmoss		2009-06-30 12:39:32	hta1503	cosmoss|V1.2-5_mapping_Phypa_106346
Pp1s73_179V6.1	cosmoss		2009-06-30 12:39:32	chr1531	cosmoss|V1.2-5_mapping_Phypa_211797
Pp1s73_202V6.1	cosmoss		2009-06-30 12:38:02	abcb3	cosmoss|V1.2-5_mapping_Phypa_129034
Pp1s73_32V6.1	zimmer	287	2012-01-23 10:04:38	aldh11a
Pp1s73_70V6.1	cosmoss		2009-06-30 12:40:17	wrky14	cosmoss|V1.2-5_mapping_Phypa_129018
Pp1s74_177V6.1	cosmoss	366,72	2009-06-30 12:52:01	ftsZ3	cosmoss|V1.2-5_mapping_Phypa_211907
Pp1s74_188V6.1	cosmoss		2009-06-30 12:38:47	chr1532	cosmoss|V1.2-5_mapping_Phypa_184534
Pp1s74_224V6.1	cosmoss	157	2009-06-30 12:47:30	lfy2	cosmoss|V1.2-5_mapping_Phypa_164706
Pp1s74_25V6.1	cosmoss		2009-06-30 12:43:27	ndpk4	cosmoss|V1.2-5_mapping_Phypa_78741
Pp1s74_39V6.1	oesterle	270	2011-12-12 15:58:23	aip1
Pp1s75_69V6.1	cosmoss		2009-06-30 12:48:15	rab21a2	cosmoss|V1.2-5_mapping_Phypa_129275
Pp1s75_75V6.1	student	171	2010-07-14 13:41:36	nrt2_3	cosmoss|V1.2-5_mapping_Phypa_438031
Pp1s77_119V6.1	cosmoss		2009-06-30 12:48:16	abcg24	cosmoss|V1.2-5_mapping_Phypa_129635
Pp1s77_163V6.1	lang	69	2009-07-04 08:30:32	elip3	cosmoss|V1.2-5_mapping_Phypa_233359
Pp1s77_163V6.2	lang	69	2009-07-04 08:30:32	elip3	cosmoss|V1.2-5_mapping_Phypa_233359
Pp1s78_96V6.1	lang	69	2009-07-04 11:42:12	elip1.8	cosmoss|V1.2-5_mapping_Phypa_233424
Pp1s79_126V6.1	cosmoss		2009-06-30 12:47:30	pind	cosmoss|V1.2-5_mapping_Phypa_130011
Pp1s79_156V6.1	cosmoss		2009-06-30 12:36:29	mscl9	cosmoss|V1.2-5_mapping_Phypa_129972
Pp1s7_115V6.1	oesterle	317	2012-07-13 13:55:23	abi3A
Pp1s7_128V6.1	cosmoss		2009-06-30 12:38:32	chr1516	cosmoss|V1.2-5_mapping_Phypa_113504
Pp1s7_13V6.1	cosmoss		2009-06-30 12:41:36	wrky8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.2	cosmoss		2009-06-30 12:41:36	wrky8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.3	cosmoss		2009-06-30 12:41:36	wrky8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.4	cosmoss		2009-06-30 12:41:36	wrky8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_190V6.1	cosmoss		2009-06-30 12:34:35	swrca1502	cosmoss|V1.2-5_mapping_Phypa_55201
Pp1s7_194V6.1	cosmoss		2009-06-30 12:35:21	ago1b	cosmoss|V1.2-5_mapping_Phypa_158832
Pp1s7_280V6.1	cosmoss		2009-06-30 12:50:19	hb7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.2	cosmoss		2009-06-30 12:50:19	hb7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.3	cosmoss		2009-06-30 12:50:19	hb7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.4	cosmoss		2009-06-30 12:50:19	hb7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_338V6.1	cosmoss		2009-06-30 12:51:13	sar12	cosmoss|V1.2-5_mapping_Phypa_202041
Pp1s7_365V6.1	oesterle	297	2012-02-15 16:22:04	snf1b
Pp1s7_389V6.1	cosmoss		2009-06-30 12:37:48	hdt1501	cosmoss|V1.2-5_mapping_Phypa_158891
Pp1s7_389V6.2	cosmoss		2009-06-30 12:37:48	hdt1501	cosmoss|V1.2-5_mapping_Phypa_158891
Pp1s7_401V6.1	cosmoss		2009-06-30 12:48:45	gpb1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s7_401V6.2	cosmoss		2009-06-30 12:48:45	gpb1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s7_401V6.3	cosmoss		2009-06-30 12:48:45	gpb1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s7_429V6.1	cosmoss		2009-06-30 12:43:59	cki2c	cosmoss|V1.2-5_mapping_Phypa_174575
Pp1s80_151V6.1	student	179	2010-07-14 13:21:47	rpoA2	cosmoss|V1.2-5_mapping_Phypa_438711
Pp1s80_60V6.1	cosmoss		2009-06-30 12:50:38	ftsZ2-1	cosmoss|V1.2-5_mapping_Phypa_212480
Pp1s80_60V6.2	cosmoss		2009-06-30 12:50:38	ftsZ2-1	cosmoss|V1.2-5_mapping_Phypa_212480
Pp1s80_72V6.1	rensing		2010-01-15 11:28:06	hyh2	cosmoss|V1.2-5_mapping_Phypa_130041
Pp1s80_72V6.2	rensing		2010-01-15 11:28:06	hyh2	cosmoss|V1.2-5_mapping_Phypa_130041
Pp1s80_72V6.3	rensing		2010-01-15 11:28:06	hyh2	cosmoss|V1.2-5_mapping_Phypa_130041
Pp1s81_131V6.1	cosmoss		2009-06-30 12:45:52	prr2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s81_131V6.2	cosmoss		2009-06-30 12:45:52	prr2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s81_131V6.3	cosmoss		2009-06-30 12:45:52	prr2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s81_144V6.1	cosmoss		2009-06-30 12:36:30	prr4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s81_144V6.2	cosmoss		2009-06-30 12:36:30	prr4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s81_145V6.1	cosmoss		2009-06-30 12:36:30	prr4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s81_159V6.1	cosmoss	139	2009-06-30 12:48:16	phy3	cosmoss|V1.2-5_mapping_Phypa_185248
Pp1s81_182V6.1	cosmoss		2009-06-30 12:42:41	sdg1511	cosmoss|V1.2-5_mapping_Phypa_130275
Pp1s81_36V6.1	cosmoss		2009-06-30 12:51:32	rabe11	cosmoss|V1.2-5_mapping_Phypa_212571
Pp1s81_36V6.2	cosmoss		2009-06-30 12:51:32	rabe11	cosmoss|V1.2-5_mapping_Phypa_212571
Pp1s81_37V6.1	cosmoss		2009-06-30 12:41:06	rabe12	cosmoss|V1.2-5_mapping_Phypa_212574
Pp1s81_37V6.2	cosmoss		2009-06-30 12:41:06	rabe12	cosmoss|V1.2-5_mapping_Phypa_212574
Pp1s82_108V6.1	cosmoss		2009-06-30 12:51:32	brat1501	cosmoss|V1.2-5_mapping_Phypa_185326
Pp1s82_159V6.1	cosmoss		2009-06-30 12:49:48	dcl1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s82_159V6.2	cosmoss		2009-06-30 12:49:48	dcl1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s82_160V6.1	cosmoss		2009-06-30 12:49:48	dcl1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s82_3V6.1	student	126	2010-07-14 13:54:45	glp1b	cosmoss|V1.2-5_mapping_Phypa_439045
Pp1s82_3V6.2	student	126	2010-07-14 13:39:31	glp1b	cosmoss|V1.2-5_mapping_Phypa_439044
Pp1s82_6V6.1	student	126	2010-07-14 14:02:10	glp1a	cosmoss|V1.2-5_mapping_Phypa_438999
Pp1s83_172V6.1	cosmoss		2009-06-30 12:47:31	cpk18	cosmoss|V1.2-5_mapping_Phypa_185437
Pp1s83_186V6.1	cosmoss		2009-06-30 12:46:42	nrpda1501	cosmoss|V1.2-5_mapping_Phypa_165158
Pp1s83_188V6.1	cosmoss		2009-06-30 12:46:42	nrpda1501	cosmoss|V1.2-5_mapping_Phypa_165158
Pp1s83_225V6.1	oesterle	345	2012-09-29 22:44:03	des5
Pp1s83_240V6.1	cosmoss		2009-06-30 12:34:53	hfo1510	cosmoss|V1.2-5_mapping_Phypa_57949
Pp1s83_67V6.1	cosmoss		2009-06-30 12:39:34	nrpda1502	cosmoss|V1.2-5_mapping_Phypa_79970
Pp1s83_68V6.1	cosmoss		2009-06-30 12:39:34	nrpda1502	cosmoss|V1.2-5_mapping_Phypa_79970
Pp1s83_8V6.1	cosmoss		2009-06-30 12:42:41	cpk20	cosmoss|V1.2-5_mapping_Phypa_130600
Pp1s84_106V6.1	cosmoss		2009-06-30 12:34:21	wrky37	cosmoss|V1.2-5_mapping_Phypa_165218
Pp1s84_14V6.1	oesterle	254	2012-03-12 16:49:00	rsl2
Pp1s84_194V6.1	cosmoss		2009-06-30 12:39:34	photb1	cosmoss|V1.2-5_mapping_Phypa_185599
Pp1s84_218V6.1	cosmoss		2009-06-30 12:50:39	abcd4	cosmoss|V1.2-5_mapping_Phypa_130679
Pp1s84_259V6.1	cosmoss		2009-06-30 12:44:16	chr1541	cosmoss|V1.2-5_mapping_Phypa_80235
Pp1s84_261V6.1	cosmoss		2009-06-30 12:44:16	chr1541	cosmoss|V1.2-5_mapping_Phypa_80235
Pp1s84_81V6.1	cosmoss		2009-06-30 12:41:54	vti1a4	cosmoss|V1.2-5_mapping_Phypa_130823
Pp1s84_88V6.1	cosmoss		2009-06-30 12:38:49	hag1501	cosmoss|V1.2-5_mapping_Phypa_130814
