accession	annotator_id	csid	date	value	source
Pp1s217_28V6.1	cosmoss		2009-06-30 12:40:34	ndpk5	cosmoss|V1.2-5_mapping_Phypa_91902
Pp1s217_71V6.1	oesterle	268	2012-08-12 20:50:46	adf
Pp1s217_9V6.1	rensing		2010-01-15 14:36:14	wox3	cosmoss|V1.2-5_mapping_Phypa_91889
Pp1s218_122V6.1	cosmoss		2009-06-30 12:51:47	abcd7	cosmoss|V1.2-5_mapping_Phypa_144681
Pp1s218_13V6.1	cosmoss		2009-06-30 12:40:34	rdr1503	cosmoss|V1.2-5_mapping_Phypa_169723
Pp1s218_59V6.1	oesterle	272	2011-12-13 17:41:22	ost1-1
Pp1s218_72V6.1	cosmoss		2009-06-30 12:45:18	abca1	cosmoss|V1.2-5_mapping_Phypa_221752
Pp1s218_7V6.1	jost		2009-07-03 14:42:11	Tub2	cosmoss|V1.2-5_mapping_Phypa_451927
Pp1s218_87V6.1	cosmoss		2009-06-30 12:46:57	rabe15	cosmoss|V1.2-5_mapping_Phypa_221760
Pp1s218_87V6.2	cosmoss		2009-06-30 12:46:57	rabe15	cosmoss|V1.2-5_mapping_Phypa_221760
Pp1s219_102V6.1	cosmoss		2009-06-30 12:49:16	vamp72a1	cosmoss|V1.2-5_mapping_Phypa_221830
Pp1s219_102V6.2	cosmoss		2009-06-30 12:49:16	vamp72a1	cosmoss|V1.2-5_mapping_Phypa_221830
Pp1s219_37V6.1	lang	69	2009-07-04 12:08:56	elip-like pseudogene	cosmoss|V1.2-5_mapping_Phypa_92034
Pp1s219_44V6.1	cosmoss		2009-06-30 12:42:10	hta1502	cosmoss|V1.2-5_mapping_Phypa_144787
Pp1s219_52V6.1	zimmer	274	2012-01-09 11:03:15	nbs1
Pp1s219_6V6.1	oesterle	359	2012-09-29 23:33:30	prx34A
Pp1s219_8V6.1	oesterle	359	2012-09-29 23:34:12	prx34B
Pp1s21_109V6.1	cosmoss		2009-06-30 12:50:24	tyn11	cosmoss|V1.2-5_mapping_Phypa_160319
Pp1s21_151V6.1	zimmer	261	2011-09-08 08:57:45	murG
Pp1s21_154V6.1	cosmoss		2009-06-30 12:38:36	rabc14	cosmoss|V1.2-5_mapping_Phypa_160328
Pp1s21_228V6.1	abdallah		2010-09-14 14:35:11	hsp90-like 
Pp1s21_257V6.1	cosmoss		2009-06-30 12:40:53	abcc13	cosmoss|V1.2-5_mapping_Phypa_117638
Pp1s21_298V6.1	cosmoss		2009-06-30 12:44:48	raba23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_298V6.2	cosmoss		2009-06-30 12:44:48	raba23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_298V6.3	cosmoss		2009-06-30 12:44:48	raba23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_391V6.1	cosmoss		2009-06-30 12:34:14	nfe1501	cosmoss|V1.2-5_mapping_Phypa_177158
Pp1s21_407V6.1	cosmoss		2009-06-30 12:44:48	lox6	cosmoss|V1.2-5_mapping_Phypa_117739
Pp1s21_410V6.1	cosmoss		2009-06-30 12:36:16	etr5	cosmoss|V1.2-5_mapping_Phypa_55876
Pp1s223_3V6.1	cosmoss		2009-06-30 12:45:19	mscl1	cosmoss|V1.2-5_mapping_Phypa_92273
Pp1s223_3V6.2	cosmoss		2009-06-30 12:45:19	mscl1	cosmoss|V1.2-5_mapping_Phypa_92273
Pp1s223_52V6.1	cosmoss		2009-06-30 12:37:34	hda1505	cosmoss|V1.2-5_mapping_Phypa_145029
Pp1s223_76V6.1	cosmoss		2009-06-30 12:35:07	abcc9	cosmoss|V1.2-5_mapping_Phypa_221970
Pp1s223_99V6.1	cosmoss		2009-06-30 12:39:48	chr1503	cosmoss|V1.2-5_mapping_Phypa_145079
Pp1s224_106V6.1	rensing		2010-01-15 14:25:51	wox1	cosmoss|V1.2-5_mapping_Phypa_7275
Pp1s224_112V6.1	cosmoss		2009-06-30 12:35:07	syp4a1	cosmoss|V1.2-5_mapping_Phypa_169929
Pp1s224_120V6.1	cosmoss		2009-06-30 12:36:46	abcc2	cosmoss|V1.2-5_mapping_Phypa_194836
Pp1s224_44V6.1	cosmoss		2009-06-30 12:42:56	cslc6	cosmoss|V1.2-5_mapping_Phypa_222021
Pp1s226_119V6.1	cosmoss		2009-06-30 12:37:35	vamp72b1	cosmoss|V1.2-5_mapping_Phypa_222154
Pp1s227_1V6.1	cosmoss		2009-06-30 12:46:09	abcc11	cosmoss|V1.2-5_mapping_Phypa_145373
Pp1s228_18V6.1	oesterle	327	2012-09-19 21:34:41	myo8A
Pp1s22_310V6.1	cosmoss		2009-06-30 12:46:29	dxs1	cosmoss|V1.2-5_mapping_Phypa_105028
Pp1s230_18V6.1	cosmoss		2009-06-30 12:46:09	nfb1501	cosmoss|V1.2-5_mapping_Phypa_195087
Pp1s231_34V6.1	cosmoss		2009-06-30 12:39:04	vamp71a1	cosmoss|V1.2-5_mapping_Phypa_222357
Pp1s231_34V6.2	cosmoss		2009-06-30 12:39:04	vamp71a1	cosmoss|V1.2-5_mapping_Phypa_222357
Pp1s232_87V6.1	cosmoss		2009-06-30 12:46:58	lox5	cosmoss|V1.2-5_mapping_Phypa_195165
Pp1s233_24V6.1	cosmoss	139	2009-06-30 12:51:49	phy1	cosmoss|V1.2-5_mapping_Phypa_222399
Pp1s234_17V6.1	oesterle	313	2012-09-30 20:39:24	tubG1
Pp1s234_98V6.1	cosmoss		2009-06-30 12:46:09	abca5	cosmoss|V1.2-5_mapping_Phypa_145836
Pp1s235_126V6.1	cosmoss		2009-06-30 12:34:28	wrky27	cosmoss|V1.2-5_mapping_Phypa_145911
Pp1s235_150V6.1	cosmoss		2009-06-30 12:42:57	arp1510	cosmoss|V1.2-5_mapping_Phypa_60323
Pp1s235_27V6.1	oesterle	235	2012-09-29 23:28:04	mkn5
Pp1s235_76V6.1	cosmoss		2009-06-30 12:39:04	chr1504	cosmoss|V1.2-5_mapping_Phypa_145844
Pp1s235_83V6.1	cosmoss		2009-06-30 12:38:20	acl2	cosmoss|V1.2-5_mapping_Phypa_195278
Pp1s236_15V6.1	cosmoss		2009-06-30 12:39:04	wrky35	cosmoss|V1.2-5_mapping_Phypa_93078
Pp1s236_15V6.2	cosmoss		2009-06-30 12:39:04	wrky35	cosmoss|V1.2-5_mapping_Phypa_93078
Pp1s237_29V6.1	cosmoss	287	2009-06-30 12:39:04	aldh7a	cosmoss|V1.2-5_mapping_Phypa_110382
Pp1s238_71V6.1	oesterle	271	2011-12-12 17:00:35	gamyb2
Pp1s238_75V6.1	cosmoss		2009-06-30 12:51:49	arp1508	cosmoss|V1.2-5_mapping_Phypa_195396
Pp1s239_24V6.1	lang	69	2009-07-04 12:14:55	elip1.4	cosmoss|V1.2-5_mapping_Phypa_93237
Pp1s23_197V6.1	cosmoss		2009-06-30 12:49:35	gtb1501	cosmoss|V1.2-5_mapping_Phypa_118200
Pp1s23_249V6.1	cosmoss		2009-06-30 12:43:16	vef1502	cosmoss|V1.2-5_mapping_Phypa_160571
Pp1s23_251V6.1	cosmoss		2009-06-30 12:43:16	vef1502	cosmoss|V1.2-5_mapping_Phypa_160571
Pp1s23_254V6.1	cosmoss		2009-06-30 12:45:39	gtb1502	cosmoss|V1.2-5_mapping_Phypa_118105
Pp1s23_255V6.1	cosmoss		2009-06-30 12:45:39	gtb1502	cosmoss|V1.2-5_mapping_Phypa_118105
Pp1s23_38V6.1	zimmer	287	2012-01-23 09:53:31	aldh10a
Pp1s23_77V6.1	oesterle	355	2012-09-29 23:20:13	sbp4
Pp1s241_86V6.1	oesterle	334	2012-09-19 22:18:19	psbs
Pp1s243_11V6.1	cosmoss		2009-06-30 12:35:58	abci18	cosmoss|V1.2-5_mapping_Phypa_146403
Pp1s244_77V6.1	cosmoss		2009-06-30 12:46:10	wrky21	cosmoss|V1.2-5_mapping_Phypa_9551
Pp1s245_17V6.1	cosmoss		2009-06-30 12:51:49	patpb1501	cosmoss|V1.2-5_mapping_Phypa_170441
Pp1s245_50V6.1	cosmoss		2009-06-30 12:46:10	chr1535	cosmoss|V1.2-5_mapping_Phypa_93608
Pp1s245_51V6.1	cosmoss		2009-06-30 12:46:10	chr1535	cosmoss|V1.2-5_mapping_Phypa_93608
Pp1s246_118V6.1	student		2010-09-13 13:20:24	rpoT1
Pp1s246_34V6.1	cosmoss		2009-06-30 12:42:57	gtf1502.1	cosmoss|V1.2-5_mapping_Phypa_222968
Pp1s246_34V6.2	cosmoss		2009-06-30 12:42:57	gtf1502.1	cosmoss|V1.2-5_mapping_Phypa_222968
Pp1s246_53V6.1	oesterle	338	2012-09-19 22:41:15	exp3
Pp1s246_61V6.1	oesterle	321	2012-08-12 19:36:07	gnt1
Pp1s246_71V6.1	oesterle	363	2012-09-29 23:46:10	for2A
Pp1s246_89V6.1	cosmoss		2009-06-30 12:42:57	wrky10	cosmoss|V1.2-5_mapping_Phypa_9656
Pp1s247_16V6.1	cosmoss		2009-06-30 12:51:50	abci13	cosmoss|V1.2-5_mapping_Phypa_146726
Pp1s249_41V6.1	cosmoss		2009-06-30 12:38:21	abcb9	cosmoss|V1.2-5_mapping_Phypa_108321
Pp1s249_62V6.1	zimmer	294	2012-02-10 08:45:03	dgt
Pp1s24_221V6.1	cosmoss		2009-06-30 12:44:49	sdg1526	cosmoss|V1.2-5_mapping_Phypa_27014
Pp1s251_77V6.1	oesterle	299	2012-09-29 22:37:25	msh2
Pp1s252_49V6.1	cosmoss		2009-06-30 12:34:29	cre3	cosmoss|V1.2-5_mapping_Phypa_94003
Pp1s252_67V6.1	cosmoss		2009-06-30 12:49:19	abcb16	cosmoss|V1.2-5_mapping_Phypa_170613
Pp1s252_67V6.2	cosmoss		2009-06-30 12:49:19	abcb16	cosmoss|V1.2-5_mapping_Phypa_170613
Pp1s255_17V6.1	cosmoss		2009-06-30 12:37:37	abcg2	cosmoss|V1.2-5_mapping_Phypa_147149
Pp1s255_25V6.1	cosmoss		2009-06-30 12:45:21	haf1502	cosmoss|V1.2-5_mapping_Phypa_94126
Pp1s255_26V6.2	gustin		2010-05-08 02:49:16	mtp6.1	cosmoss|V1.2-5_mapping_Phypa_454200
Pp1s255_60V6.1	lang	69	2009-07-04 11:21:09	elip1.7.1	cosmoss|V1.2-5_mapping_Phypa_196099
Pp1s255_63V6.1	lang	69	2009-07-04 10:51:22	elip1.7.2	cosmoss|V1.2-5_mapping_Phypa_147124
Pp1s255_64V6.1	cosmoss		2009-06-30 12:46:11	ruvbl1503	cosmoss|V1.2-5_mapping_Phypa_170668
Pp1s256_41V6.1	student		2010-09-13 13:33:31	rpoT2
Pp1s256_64V6.1	cosmoss		2009-06-30 12:34:29	htb1508.2	cosmoss|V1.2-5_mapping_Phypa_60535
Pp1s256_75V6.1	cosmoss		2009-06-30 12:50:05	chr1506	cosmoss|V1.2-5_mapping_Phypa_147229
Pp1s257_74V6.1	cosmoss		2009-06-30 12:49:19	rop3	cosmoss|V1.2-5_mapping_Phypa_170715
Pp1s258_85V6.1	cosmoss		2009-06-30 12:43:46	rana2	cosmoss|V1.2-5_mapping_Phypa_223449
Pp1s259_122V6.1	cosmoss		2009-06-30 12:35:59	brd1501	cosmoss|V1.2-5_mapping_Phypa_170771
Pp1s259_34V6.1	cosmoss		2009-06-30 12:44:31	rabf2a2	cosmoss|V1.2-5_mapping_Phypa_196247
Pp1s259_46V6.1	cosmoss		2009-06-30 12:49:19	chr1507	cosmoss|V1.2-5_mapping_Phypa_147434
Pp1s259_46V6.2	cosmoss		2009-06-30 12:49:19	chr1507	cosmoss|V1.2-5_mapping_Phypa_147434
Pp1s259_63V6.1	cosmoss		2009-06-30 12:51:00	hfo1501	cosmoss|V1.2-5_mapping_Phypa_196255
Pp1s25_173V6.1	cosmoss		2009-06-30 12:38:37	wrky24	cosmoss|V1.2-5_mapping_Phypa_118564
Pp1s25_252V6.1	cosmoss		2009-06-30 12:34:41	chr1520	cosmoss|V1.2-5_mapping_Phypa_160727
Pp1s25_294V6.1	oesterle	338	2012-09-19 22:42:17	exp4
Pp1s25_319V6.1	lang	69	2009-07-04 10:24:21	elip1.5	cosmoss|V1.2-5_mapping_Phypa_428481
Pp1s25_331V6.1	cosmoss		2009-06-30 12:41:42	glp1	cosmoss|V1.2-5_mapping_Phypa_118478
Pp1s25_376V6.1	cosmoss		2009-06-30 12:37:53	pafc1501	cosmoss|V1.2-5_mapping_Phypa_177738
Pp1s262_24V6.1	lang	69	2009-07-04 12:52:24	elip2.2	cosmoss|V1.2-5_mapping_Phypa_94482
Pp1s263_59V6.1	cosmoss		2009-06-30 12:40:37	arl8a1	cosmoss|V1.2-5_mapping_Phypa_108412
Pp1s263_83V6.1	cosmoss		2009-06-30 12:38:22	abcf2	cosmoss|V1.2-5_mapping_Phypa_223577
Pp1s265_34V6.1	zimmer	251	2011-04-20 09:10:58	drp5b-1
Pp1s266_15V6.1	oesterle	313	2012-09-30 20:40:00	tubG2
Pp1s266_1V6.1	cosmoss		2009-06-30 12:39:05	abca6	cosmoss|V1.2-5_mapping_Phypa_147779
Pp1s267_61V6.2	student	117	2010-07-10 20:17:32	pip2_3	cosmoss|V1.2-5_mapping_Phypa_454785
Pp1s268_6V6.1	cosmoss	331	2009-06-30 12:39:52	ena2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s268_6V6.2	cosmoss		2009-06-30 12:39:52	ena2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s268_6V6.3	cosmoss		2009-06-30 12:39:52	ena2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s269_22V6.1	cosmoss		2009-06-30 12:35:59	vamp72b2	cosmoss|V1.2-5_mapping_Phypa_196549
Pp1s269_48V6.1	cosmoss		2009-06-30 12:42:14	hfo1504	cosmoss|V1.2-5_mapping_Phypa_147924
Pp1s269_66V6.1	oesterle	342,298	2012-09-29 22:28:50	xyl-t
Pp1s26_105V6.1	cosmoss		2009-06-30 12:40:54	vps33	cosmoss|V1.2-5_mapping_Phypa_105112
Pp1s26_171V6.1	cosmoss		2009-06-30 12:46:30	use1	cosmoss|V1.2-5_mapping_Phypa_118814
Pp1s26_253V6.1	cosmoss	287	2009-06-30 12:39:23	aldh3b	cosmoss|V1.2-5_mapping_Phypa_177869
Pp1s26_33V6.1	cosmoss		2009-06-30 12:47:18	raba22	cosmoss|V1.2-5_mapping_Phypa_177762
Pp1s26_96V6.2	cosmoss		2009-06-30 12:39:22	htr1514	cosmoss|V1.2-5_mapping_Phypa_118919
Pp1s270_82V6.1	cosmoss		2009-06-30 12:46:12	abcg3	cosmoss|V1.2-5_mapping_Phypa_196641
Pp1s271_49V6.1	cosmoss		2009-06-30 12:41:27	arl1a1	cosmoss|V1.2-5_mapping_Phypa_108476
Pp1s272_33V6.1	cosmoss		2009-06-30 12:42:14	srt1501	cosmoss|V1.2-5_mapping_Phypa_148151
Pp1s272_3V6.1	cosmoss	287	2009-06-30 12:38:22	aldh3e	cosmoss|V1.2-5_mapping_Phypa_148137
Pp1s273_51V6.1	barker		2010-09-14 14:22:35	ppma12
Pp1s273_60V6.1	oesterle	307	2012-03-09 11:24:25	cge2
Pp1s274_4V6.1	cosmoss		2009-06-30 12:36:49	raba52	cosmoss|V1.2-5_mapping_Phypa_196760
Pp1s275_101V6.1	cosmoss		2009-06-30 12:50:06	arfrp1a2	cosmoss|V1.2-5_mapping_Phypa_148266
Pp1s275_2V6.1	cosmoss	366,72	2009-06-30 12:42:14	ftsZ1-1	cosmoss|V1.2-5_mapping_Phypa_196781
Pp1s276_21V6.1	cosmoss		2009-06-30 12:47:01	ndpk3b	cosmoss|V1.2-5_mapping_Phypa_60721
Pp1s277_20V6.1	cosmoss		2009-06-30 12:43:47	tlp2a	cosmoss|V1.2-5_mapping_Phypa_171144
Pp1s277_39V6.1	cosmoss		2009-06-30 12:38:22	bet1a1	cosmoss|V1.2-5_mapping_Phypa_196886
Pp1s277_39V6.2	cosmoss		2009-06-30 12:38:22	bet1a1	cosmoss|V1.2-5_mapping_Phypa_196886
Pp1s277_79V6.1	student	112	2010-07-07 11:19:51	pse1	cosmoss|V1.2-5_mapping_Phypa_95302
Pp1s279_11V6.1	student	174	2010-07-14 01:38:58	ppr_38	cosmoss|V1.2-5_mapping_Phypa_455451
Pp1s279_11V6.2	student	174	2010-07-14 01:39:05	ppr_38	cosmoss|V1.2-5_mapping_Phypa_455452
Pp1s279_43V6.1	cosmoss		2009-06-30 12:36:49	lax4	cosmoss|V1.2-5_mapping_Phypa_148519
Pp1s279_43V6.2	cosmoss		2009-06-30 12:36:49	lax4	cosmoss|V1.2-5_mapping_Phypa_148519
Pp1s279_72V6.1	cosmoss	287	2009-06-30 12:39:52	aldh5a	cosmoss|V1.2-5_mapping_Phypa_171194
Pp1s279_72V6.2	cosmoss		2009-06-30 12:39:52	aldh5a	cosmoss|V1.2-5_mapping_Phypa_171194
Pp1s279_72V6.3	cosmoss		2009-06-30 12:39:52	aldh5a	cosmoss|V1.2-5_mapping_Phypa_171194
Pp1s279_74V6.1	cosmoss		2009-06-30 12:36:49	chr1508	cosmoss|V1.2-5_mapping_Phypa_148543
Pp1s279_86V6.1	cosmoss		2009-06-30 12:51:52	hfo1508	cosmoss|V1.2-5_mapping_Phypa_60756
Pp1s279_9V6.1	lang		2012-03-14 17:07:37	arf3-1
Pp1s27_179V6.1	cosmoss		2009-06-30 12:48:51	hon1501	cosmoss|V1.2-5_mapping_Phypa_70268
Pp1s27_191V6.1	cosmoss		2009-06-30 12:41:43	swdb1502	cosmoss|V1.2-5_mapping_Phypa_118964
Pp1s27_198V6.1	cosmoss	287	2009-06-30 12:46:30	aldh6a	cosmoss|V1.2-5_mapping_Phypa_205382
Pp1s27_207V6.1	oesterle	322	2012-08-24 17:39:18	prfc
Pp1s27_97V6.1	lang	69	2011-03-28 11:26:51	lhcb2
Pp1s280_39V6.1	cosmoss		2009-06-30 12:42:14	abcg23	cosmoss|V1.2-5_mapping_Phypa_171206
Pp1s280_39V6.2	cosmoss		2009-06-30 12:42:14	abcg23	cosmoss|V1.2-5_mapping_Phypa_171206
Pp1s280_53V6.1	cosmoss		2009-06-30 12:46:12	wrky34	cosmoss|V1.2-5_mapping_Phypa_95428
Pp1s281_123V6.1	oesterle	306	2012-03-02 12:10:01	tspo1
Pp1s281_85V6.1	cosmoss		2009-06-30 12:47:50	nfe1502	cosmoss|V1.2-5_mapping_Phypa_60779
Pp1s282_23V6.1	cosmoss		2009-06-30 12:46:13	sdg1512	cosmoss|V1.2-5_mapping_Phypa_197069
Pp1s2835_1V6.1	cosmoss		2009-06-30 12:41:34	abcb22	cosmoss|V1.2-5_mapping_Phypa_8856
Pp1s283_7V6.1	cosmoss		2009-06-30 12:49:21	hen1501	cosmoss|V1.2-5_mapping_Phypa_148777
Pp1s286_50V6.1	cosmoss		2009-06-30 12:39:52	abcb5	cosmoss|V1.2-5_mapping_Phypa_224391
Pp1s288_13V6.1	cosmoss		2009-06-30 12:45:23	abci7	cosmoss|V1.2-5_mapping_Phypa_149024
Pp1s28_110V6.1	cosmoss		2009-06-30 12:36:18	prmt1507	cosmoss|V1.2-5_mapping_Phypa_70458
Pp1s28_111V6.1	cosmoss		2009-06-30 12:36:18	prmt1507	cosmoss|V1.2-5_mapping_Phypa_70458
Pp1s28_112V6.1	cosmoss		2009-06-30 12:41:43	arfb1a1	cosmoss|V1.2-5_mapping_Phypa_205503
Pp1s28_112V6.2	cosmoss		2009-06-30 12:41:43	arfb1a1	cosmoss|V1.2-5_mapping_Phypa_205503
Pp1s28_12V6.1	oesterle	297	2012-02-15 16:24:19	snf1a
Pp1s28_182V6.1	cosmoss		2009-06-30 12:35:27	ago1a	cosmoss|V1.2-5_mapping_Phypa_205541
Pp1s28_209v6.1	oesterle	329	2012-09-19 21:52:33	bop1
Pp1s28_212V6.1	cosmoss		2009-06-30 12:42:29	rab23l	cosmoss|V1.2-5_mapping_Phypa_160971
Pp1s28_223V6.1	cosmoss		2009-06-30 12:51:19	mscl8	cosmoss|V1.2-5_mapping_Phypa_119414
Pp1s28_230V6.1	cosmoss		2009-06-30 12:43:17	swrca1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s28_230V6.2	cosmoss		2009-06-30 12:43:17	swrca1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s28_230V6.3	cosmoss		2009-06-30 12:43:17	swrca1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s28_282V6.1	cosmoss		2009-06-30 12:45:40	abcb18	cosmoss|V1.2-5_mapping_Phypa_56126
Pp1s28_354V6.1	cosmoss		2009-06-30 12:34:41	abcf4	cosmoss|V1.2-5_mapping_Phypa_161003
Pp1s291_19V6.1	cosmoss		2009-06-30 12:35:11	chr1536	cosmoss|V1.2-5_mapping_Phypa_95912
Pp1s291_20V6.1	cosmoss		2009-06-30 12:35:11	chr1536	cosmoss|V1.2-5_mapping_Phypa_95912
Pp1s293_34V6.1	cosmoss		2009-06-30 12:42:15	chr1525	cosmoss|V1.2-5_mapping_Phypa_108610
Pp1s293_70V6.1	cosmoss		2009-06-30 12:46:13	abcc7	cosmoss|V1.2-5_mapping_Phypa_224600
Pp1s297_21V6.1	cosmoss		2009-06-30 12:51:53	glp6	cosmoss|V1.2-5_mapping_Phypa_149463
Pp1s297_21V6.2	cosmoss		2009-06-30 12:51:53	glp6	cosmoss|V1.2-5_mapping_Phypa_149463
Pp1s297_21V6.3	cosmoss		2009-06-30 12:51:53	glp6	cosmoss|V1.2-5_mapping_Phypa_149463
Pp1s297_21V6.4	cosmoss		2009-06-30 12:51:53	glp6	cosmoss|V1.2-5_mapping_Phypa_149463
Pp1s298_65V6.1	cosmoss		2009-06-30 12:36:51	ebp1501	cosmoss|V1.2-5_mapping_Phypa_149469
Pp1s29_108V6.1	cosmoss		2009-06-30 12:39:23	abcb20	cosmoss|V1.2-5_mapping_Phypa_119621
Pp1s29_119V6.1	cosmoss		2009-06-30 12:48:51	rana1	cosmoss|V1.2-5_mapping_Phypa_205698
Pp1s29_82V6.1	rensing		2010-01-15 14:28:45	wox2	cosmoss|V1.2-5_mapping_Phypa_7235
Pp1s2_156V6.1	cosmoss		2009-06-30 12:37:46	cpk14	cosmoss|V1.2-5_mapping_Phypa_158539
Pp1s2_172V6.1	cosmoss		2009-06-30 12:49:29	syp5a2	cosmoss|V1.2-5_mapping_Phypa_111312
Pp1s2_191V6.1	cosmoss		2009-06-30 12:38:31	cpk13	cosmoss|V1.2-5_mapping_Phypa_111683
Pp1s2_218V6.1	cosmoss		2009-06-30 12:36:10	hfo1511	cosmoss|V1.2-5_mapping_Phypa_54981
Pp1s2_32V6.1	cosmoss		2009-06-30 12:48:43	vti1a1	cosmoss|V1.2-5_mapping_Phypa_201435
Pp1s2_368V6.1	cosmoss		2009-06-30 12:36:59	cry1a	cosmoss|V1.2-5_mapping_Phypa_111603
Pp1s2_368V6.2	cosmoss		2009-06-30 12:36:59	cry1a	cosmoss|V1.2-5_mapping_Phypa_111603
Pp1s2_374V6.1	oesterle	336	2012-09-19 22:30:47	cry1b
Pp1s2_432V6.1	cosmoss		2009-06-30 12:43:57	mscl13	cosmoss|V1.2-5_mapping_Phypa_111414
Pp1s2_539V6.1	cosmoss		2009-06-30 12:44:42	wrky32	cosmoss|V1.2-5_mapping_Phypa_64403
Pp1s300_26V6.1	cosmoss		2009-06-30 12:51:02	abcb6	cosmoss|V1.2-5_mapping_Phypa_224785
Pp1s303_64V6.1	oesterle	351,235	2012-09-29 23:03:23	mkn4
Pp1s304_66V6.1	oesterle	251	2012-09-19 21:47:13	drp5b-2
Pp1s306_80V6.1	cosmoss		2009-06-30 12:36:01	abcg5	cosmoss|V1.2-5_mapping_Phypa_197808
Pp1s306_80V6.2	cosmoss		2009-06-30 12:36:01	abcg5	cosmoss|V1.2-5_mapping_Phypa_197808
Pp1s307_14V6.1	cosmoss		2009-06-30 12:49:22	ebp1502	cosmoss|V1.2-5_mapping_Phypa_108696
Pp1s307_70V6.1	bressendorf	90	2010-01-06 11:30:45	stg1	cosmoss|V1.2-5_mapping_Phypa_456754
Pp1s307_71V6.1	cosmoss		2009-06-30 12:34:30	arp1504	cosmoss|V1.2-5_mapping_Phypa_149956
Pp1s308_32V6.1	lang	69	2009-07-04 09:35:57	elip1.2.1	cosmoss|V1.2-5_mapping_Phypa_149967
Pp1s308_33V6.1	lang	69	2009-07-04 10:58:21	elip1.2.2	cosmoss|V1.2-5_mapping_Phypa_149966
Pp1s308_34V6.1	lang	69	2009-07-04 11:05:23	elip1.2.3	cosmoss|V1.2-5_mapping_Phypa_149976
Pp1s309_91V6.1	cosmoss		2009-06-30 12:43:49	cpk7	cosmoss|V1.2-5_mapping_Phypa_171758
Pp1s30_291V6.1	student	166	2010-07-14 13:26:57	minD1	cosmoss|V1.2-5_mapping_Phypa_429557
Pp1s30_293V6.1	student		2010-07-13 17:16:09	mind1	cosmoss|V1.2-5_mapping_Phypa_429621
Pp1s30_297V6.1	cosmoss	116	2009-06-30 12:37:08	dcl1a	cosmoss|V1.2-5_mapping_Phypa_205895
Pp1s30_333V6.1	gustin		2010-05-08 02:44:09	mtp1.1	cosmoss|V1.2-5_mapping_Phypa_429555
Pp1s30_48V6.1	cosmoss	369	2009-06-30 12:48:52	cesa5	cosmoss|V1.2-5_mapping_Phypa_105213
Pp1s30_96V6.1	oesterle	313	2012-09-30 20:51:32	mis12
Pp1s310_10V6.1	cosmoss		2009-06-30 12:36:51	csld6	cosmoss|V1.2-5_mapping_Phypa_150074
Pp1s310_49V6.1	cosmoss		2009-06-30 12:51:02	vef1501	cosmoss|V1.2-5_mapping_Phypa_96744
Pp1s310_6V6.1	cosmoss		2009-06-30 12:39:54	bit1	cosmoss|V1.2-5_mapping_Phypa_8200
Pp1s311_23V6.1	oesterle	283	2012-09-19 21:07:27	pipk1
Pp1s311_30V6.1	oesterle	303,343	2012-02-24 11:50:12	glk1
Pp1s311_75V6.1	oesterle	357,358	2012-09-29 23:31:26	abi1a
Pp1s312_11V6.1	cosmoss		2009-06-30 12:41:28	hda1510	cosmoss|V1.2-5_mapping_Phypa_150213
Pp1s312_12V6.1	cosmoss		2009-06-30 12:41:28	hda1510	cosmoss|V1.2-5_mapping_Phypa_150213
Pp1s313_50V6.1	cosmoss		2009-06-30 12:51:03	prmt1504	cosmoss|V1.2-5_mapping_Phypa_198088
Pp1s314_12V6.1	cosmoss		2009-06-30 12:44:34	mscl4	cosmoss|V1.2-5_mapping_Phypa_150359
Pp1s314_7V6.1	cosmoss		2009-06-30 12:45:25	mscl5	cosmoss|V1.2-5_mapping_Phypa_150356
Pp1s315_25V6.1	cosmoss		2009-06-30 12:42:16	arl3	cosmoss|V1.2-5_mapping_Phypa_225335
Pp1s317_10V6.1	cosmoss		2009-06-30 12:35:13	chr1544	cosmoss|V1.2-5_mapping_Phypa_34
Pp1s317_7V6.1	cosmoss		2009-06-30 12:44:34	abcg8	cosmoss|V1.2-5_mapping_Phypa_97018
Pp1s317_7V6.2	cosmoss		2009-06-30 12:44:34	abcg8	cosmoss|V1.2-5_mapping_Phypa_97018
Pp1s319_5V6.1	oesterle	364	2012-09-29 23:47:28	bp
Pp1s31_199V6.1	gustin		2010-05-08 05:04:26	mtp	cosmoss|V1.2-5_mapping_Phypa_429923
Pp1s31_201V6.1	cosmoss		2009-06-30 12:40:09	cph1501	cosmoss|V1.2-5_mapping_Phypa_178582
Pp1s31_233V6.3	oesterle	342,298	2012-09-29 22:31:21	fuc-t
Pp1s31_236V6.1	lang	353,204	2010-09-28 15:54:17	rad51A
Pp1s31_309V6.1	oesterle	283	2012-09-19 21:33:01	pipk2
Pp1s31_317V6.1	oesterle	303,343	2012-02-24 11:53:22	glk2
